env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,Planning,-29.3,"[-31.700, -27.000]",-14.336666666666666,"[-16.290, -12.370]",-14.963333333333335,-0.5521842752309817,-9.564112198406571,6.186036228673108e-21,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,InfoGain,-29.3,"[-31.700, -27.000]",-29.9,"[-32.200, -27.598]",0.5999999999999979,0.02034190510862424,0.35233213170882083,0.724651164568298,False
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,InfoGain-Tuned,-29.3,"[-31.700, -27.000]",-17.46,"[-18.303, -16.680]",-11.84,-0.5357466704286653,-9.279404531683069,7.72575437914343e-20,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,Planning+IG,-29.3,"[-31.700, -27.000]",-17.436666666666667,"[-18.203, -16.723]",-11.863333333333333,-0.5415526090055441,-9.379966337690853,3.1902096648078353e-20,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,EpistemicOnly,-29.3,"[-31.700, -27.000]",-200.0,"[-200.000, -200.000]",170.7,8.168653522347318,141.48522930132026,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,EFE,-29.3,"[-31.700, -27.000]",-13.833333333333334,"[-15.863, -11.920]",-15.466666666666667,-0.571197834742068,-9.893436709465929,3.079941784435101e-22,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Myopic,Thompson,-29.3,"[-31.700, -27.000]",-15.32,"[-17.370, -13.347]",-13.98,-0.5068417220607688,-8.778756140049552,5.596971832414698e-18,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,InfoGain,-14.336666666666666,"[-16.290, -12.370]",-29.9,"[-32.200, -27.598]",15.563333333333333,0.5756464553405806,9.970489078468141,1.508071554927588e-22,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,InfoGain-Tuned,-14.336666666666666,"[-16.290, -12.370]",-17.46,"[-18.303, -16.680]",3.123333333333335,0.16709969177996076,2.894251560919915,0.003869501343018552,False
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,Planning+IG,-14.336666666666666,"[-16.290, -12.370]",-17.436666666666667,"[-18.203, -16.723]",3.1000000000000014,0.16791396060660677,2.9083551107076184,0.003700369522101689,False
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,EpistemicOnly,-14.336666666666666,"[-16.290, -12.370]",-200.0,"[-200.000, -200.000]",185.66333333333333,10.761641044554985,186.39709061987838,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,EFE,-14.336666666666666,"[-16.290, -12.370]",-13.833333333333334,"[-15.863, -11.920]",-0.5033333333333321,-0.02064929911004759,-0.35765635199289225,0.7206635010566975,False
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning,Thompson,-14.336666666666666,"[-16.290, -12.370]",-15.32,"[-17.370, -13.347]",0.9833333333333343,0.03943573444491517,0.683046956923871,0.4947092379957515,False
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain,InfoGain-Tuned,-29.9,"[-32.200, -27.598]",-17.46,"[-18.303, -16.680]",-12.439999999999998,-0.5648455211258457,-9.783411410176846,8.47049964003561e-22,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain,Planning+IG,-29.9,"[-32.200, -27.598]",-17.436666666666667,"[-18.203, -16.723]",-12.463333333333331,-0.5709478554364044,-9.88910694088343,3.2056032913539434e-22,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain,EpistemicOnly,-29.9,"[-32.200, -27.598]",-200.0,"[-200.000, -200.000]",170.1,8.171491849627746,141.53439057190235,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain,EFE,-29.9,"[-32.200, -27.598]",-13.833333333333334,"[-15.863, -11.920]",-16.066666666666663,-0.5947229269912702,-10.30090325974956,6.700374819669616e-24,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain,Thompson,-29.9,"[-32.200, -27.598]",-15.32,"[-17.370, -13.347]",-14.579999999999998,-0.5297676738030197,-9.175845272344059,1.9048330006290284e-19,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain-Tuned,Planning+IG,-17.46,"[-18.303, -16.680]",-17.436666666666667,"[-18.203, -16.723]",-0.023333333333333428,-0.0023949109984733163,-0.04148107528961294,0.9669192915525451,False
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain-Tuned,EpistemicOnly,-17.46,"[-18.303, -16.680]",-200.0,"[-200.000, -200.000]",182.54,25.380435572899252,439.60203930490013,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain-Tuned,EFE,-17.46,"[-18.303, -16.680]",-13.833333333333334,"[-15.863, -11.920]",-3.626666666666667,-0.1943425377078636,-3.366111493818901,0.0007865283264641416,True
DIAGNOSIS EXPERIMENT (N=16),Reward,InfoGain-Tuned,Thompson,-17.46,"[-18.303, -16.680]",-15.32,"[-17.370, -13.347]",-2.1400000000000006,-0.1103851600757451,-1.9119270565281412,0.05612388474754717,False
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning+IG,EpistemicOnly,-17.436666666666667,"[-18.203, -16.723]",-200.0,"[-200.000, -200.000]",182.56333333333333,27.77720187247539,481.1152493522473,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning+IG,EFE,-17.436666666666667,"[-18.203, -16.723]",-13.833333333333334,"[-15.863, -11.920]",-3.6033333333333335,-0.1955014976128739,-3.3861852682130316,0.0007316916511293076,True
DIAGNOSIS EXPERIMENT (N=16),Reward,Planning+IG,Thompson,-17.436666666666667,"[-18.203, -16.723]",-15.32,"[-17.370, -13.347]",-2.116666666666667,-0.11044211780019968,-1.9129135932545294,0.05599731589369935,False
DIAGNOSIS EXPERIMENT (N=16),Reward,EpistemicOnly,EFE,-200.0,"[-200.000, -200.000]",-13.833333333333334,"[-15.863, -11.920]",-186.16666666666666,-10.811341584904135,-187.2579292303619,0.0,True
DIAGNOSIS EXPERIMENT (N=16),Reward,EpistemicOnly,Thompson,-200.0,"[-200.000, -200.000]",-15.32,"[-17.370, -13.347]",-184.68,-10.258169215795451,-177.67670274396707,0.0,True
