env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
BANDIT EXPERIMENT (K=4),Reward,Myopic,Planning,5.54575,"[5.460, 5.631]",5.58905,"[5.511, 5.669]",-0.04330000000000034,-0.010294046864374325,-0.7278990343651203,0.4666839165657325,False
BANDIT EXPERIMENT (K=4),Reward,Myopic,InfoGain,5.54575,"[5.460, 5.631]",5.47365,"[5.387, 5.561]",0.07209999999999983,0.01648363050077419,1.1655686905670837,0.24380277435966555,False
BANDIT EXPERIMENT (K=4),Reward,Myopic,InfoGain-Tuned,5.54575,"[5.460, 5.631]",5.11555,"[5.060, 5.172]",0.43020000000000014,0.11654764550255058,8.241163046617935,1.8094899495879392e-16,True
BANDIT EXPERIMENT (K=4),Reward,Myopic,Planning+IG,5.54575,"[5.460, 5.631]",3.85115,"[3.790, 3.911]",1.6945999999999999,0.44745106210052854,31.63956802604067,1.993971301988891e-214,True
BANDIT EXPERIMENT (K=4),Reward,Myopic,EpistemicOnly,5.54575,"[5.460, 5.631]",3.2509,"[3.174, 3.328]",2.29485,0.5546866901101354,39.22227200107978,0.0,True
BANDIT EXPERIMENT (K=4),Reward,Myopic,EFE,5.54575,"[5.460, 5.631]",6.19355,"[6.125, 6.263]",-0.6478000000000002,-0.16376813170904547,-11.58015564737177,6.519943794756764e-31,True
BANDIT EXPERIMENT (K=4),Reward,Myopic,Thompson,5.54575,"[5.460, 5.631]",6.2098,"[6.142, 6.276]",-0.6640500000000005,-0.16831394034838543,-11.901592858857137,1.495603181044264e-32,True
BANDIT EXPERIMENT (K=4),Reward,Planning,InfoGain,5.58905,"[5.511, 5.669]",5.47365,"[5.387, 5.561]",0.11540000000000017,0.027363577355970017,1.934897110592906,0.05301700683728759,False
BANDIT EXPERIMENT (K=4),Reward,Planning,InfoGain-Tuned,5.58905,"[5.511, 5.669]",5.11555,"[5.060, 5.172]",0.4735000000000005,0.13513020014049665,9.555148086244055,1.3722868396592672e-21,True
BANDIT EXPERIMENT (K=4),Reward,Planning,Planning+IG,5.58905,"[5.511, 5.669]",3.85115,"[3.790, 3.911]",1.7379000000000002,0.4820733676946745,34.08773473263403,1.3187713156573161e-247,True
BANDIT EXPERIMENT (K=4),Reward,Planning,EpistemicOnly,5.58905,"[5.511, 5.669]",3.2509,"[3.174, 3.328]",2.33815,0.5887898589832827,41.63373019809503,0.0,True
