env,metric,agent_a,agent_b,mean_a,ci_a,mean_b,ci_b,diff,cohens_d,t_stat,p_raw,significant_hb
Tiger,Reward,Myopic,Planning,-7.324,"[-8.094, -6.576]",5.3464,"[5.199, 5.487]",-12.6704,-0.4502872262392512,-31.84011511554557,4.626641025786061e-217,True
Tiger,Reward,Myopic,InfoGain,-7.324,"[-8.094, -6.576]",-7.577,"[-8.358, -6.818]",0.2530000000000001,0.006448976238222875,0.4560114829758307,0.6483866726166687,False
Tiger,Reward,Myopic,InfoGain-Tuned,-7.324,"[-8.094, -6.576]",5.163,"[5.004, 5.317]",-12.487,-0.4420337265916205,-31.25650455860952,1.9497149400937524e-209,True
Tiger,Reward,Myopic,Planning+IG,-7.324,"[-8.094, -6.576]",4.1872,"[4.102, 4.264]",-11.511199999999999,-0.4140113867302403,-29.275025904539916,1.6607907571386824e-184,True
Tiger,Reward,Myopic,EpistemicOnly,-7.324,"[-8.094, -6.576]",-44.274,"[-45.385, -43.196]",36.95,0.7743340919525566,54.75368873235805,0.0,True
Tiger,Reward,Myopic,EFE,-7.324,"[-8.094, -6.576]",5.2374,"[5.072, 5.390]",-12.561399999999999,-0.4449094222185824,-31.459846946454846,4.4445260322386016e-212,True
Tiger,Reward,Myopic,Thompson,-7.324,"[-8.094, -6.576]",4.0754,"[3.710, 4.435]",-11.3994,-0.3721415787443264,-26.31438338915808,4.6800033933341754e-150,True
Tiger,Reward,Myopic,PyMDP-AIF,-7.324,"[-8.094, -6.576]",3.6564,"[3.256, 4.036]",-10.9804,-0.35434509988134716,-25.055982300632508,1.903772168822304e-136,True
Tiger,Reward,Planning,InfoGain,5.3464,"[5.199, 5.487]",-7.577,"[-8.358, -6.818]",12.9234,0.45647537958741125,32.27768363509618,7.331341823511542e-223,True
Tiger,Reward,Planning,InfoGain-Tuned,5.3464,"[5.199, 5.487]",5.163,"[5.004, 5.317]",0.18339999999999979,0.023586797447199503,1.6678384421388317,0.09536345890398316,False
Tiger,Reward,Planning,Planning+IG,5.3464,"[5.199, 5.487]",4.1872,"[4.102, 4.264]",1.1592000000000002,0.1944998375360118,13.753215406139573,7.633714491534535e-43,True
Tiger,Reward,Planning,EpistemicOnly,5.3464,"[5.199, 5.487]",-44.274,"[-45.385, -43.196]",49.620400000000004,1.2646493639983991,89.42421411065226,0.0,True
Tiger,Reward,Planning,EFE,5.3464,"[5.199, 5.487]",5.2374,"[5.072, 5.390]",0.10899999999999999,0.014120025903919744,0.998436606719136,0.3180797707608392,False
Tiger,Reward,Planning,Thompson,5.3464,"[5.199, 5.487]",4.0754,"[3.710, 4.435]",1.271,0.08970142557159644,6.342848630377622,2.3038825333270635e-10,True
Tiger,Reward,Planning,PyMDP-AIF,5.3464,"[5.199, 5.487]",3.6564,"[3.256, 4.036]",1.69,0.1132463501083378,8.007726210623158,1.2319432122335956e-15,True
Tiger,Reward,InfoGain,InfoGain-Tuned,-7.577,"[-8.358, -6.818]",5.163,"[5.004, 5.317]",-12.74,-0.4482585949443341,-31.696669221029254,3.5575248857572314e-215,True
Tiger,Reward,InfoGain,Planning+IG,-7.577,"[-8.358, -6.818]",4.1872,"[4.102, 4.264]",-11.764199999999999,-0.4204665160052944,-29.73147247292257,4.067765319451038e-190,True
Tiger,Reward,InfoGain,EpistemicOnly,-7.577,"[-8.358, -6.818]",-44.274,"[-45.385, -43.196]",36.697,0.7673903097246099,54.262689182311675,0.0,True
Tiger,Reward,InfoGain,EFE,-7.577,"[-8.358, -6.818]",5.2374,"[5.072, 5.390]",-12.8144,-0.4511187542313823,-31.898913023743795,7.763038155802406e-218,True
Tiger,Reward,InfoGain,Thompson,-7.577,"[-8.358, -6.818]",4.0754,"[3.710, 4.435]",-11.6524,-0.3784390453960724,-26.759681526532653,5.0792542047342e-155,True
Tiger,Reward,InfoGain,PyMDP-AIF,-7.577,"[-8.358, -6.818]",3.6564,"[3.256, 4.036]",-11.2334,-0.3606823454459045,-25.504093231906793,3.1970019051413976e-141,True
Tiger,Reward,InfoGain-Tuned,Planning+IG,5.163,"[5.004, 5.317]",4.1872,"[4.102, 4.264]",0.9758000000000004,0.1510179518763171,10.678581785264752,1.5118216096854872e-26,True
Tiger,Reward,InfoGain-Tuned,EpistemicOnly,5.163,"[5.004, 5.317]",-44.274,"[-45.385, -43.196]",49.437,1.2574333083485338,88.91396192230835,0.0,True
Tiger,Reward,InfoGain-Tuned,EFE,5.163,"[5.004, 5.317]",5.2374,"[5.072, 5.390]",-0.0743999999999998,-0.00917041495584761,-0.6484462601574378,0.5167038037062939,False
Tiger,Reward,InfoGain-Tuned,Thompson,5.163,"[5.004, 5.317]",4.0754,"[3.710, 4.435]",1.0876000000000001,0.07559390531463187,5.3452963064349985,9.125858404460553e-08,True
Tiger,Reward,InfoGain-Tuned,PyMDP-AIF,5.163,"[5.004, 5.317]",3.6564,"[3.256, 4.036]",1.5066000000000002,0.09957354605316487,7.0409129640983865,1.971748800080884e-12,True
Tiger,Reward,Planning+IG,EpistemicOnly,4.1872,"[4.102, 4.264]",-44.274,"[-45.385, -43.196]",48.4612,1.2426791008971554,87.87068190831806,0.0,True
Tiger,Reward,Planning+IG,EFE,4.1872,"[4.102, 4.264]",5.2374,"[5.072, 5.390]",-1.0502000000000002,-0.1642482324305945,-11.61410389495776,4.397023658130033e-31,True
Tiger,Reward,Planning+IG,Thompson,4.1872,"[4.102, 4.264]",4.0754,"[3.710, 4.435]",0.11179999999999968,0.008285828046560535,0.5858965199468639,0.5579516680984644,False
Tiger,Reward,Planning+IG,PyMDP-AIF,4.1872,"[4.102, 4.264]",3.6564,"[3.256, 4.036]",0.5307999999999997,0.037163957461565644,2.627888633680146,0.008598224401324024,False
Tiger,Reward,EpistemicOnly,EFE,-44.274,"[-45.385, -43.196]",5.2374,"[5.072, 5.390]",-49.5114,-1.2596793218742632,-89.07277906177633,0.0,True
Tiger,Reward,EpistemicOnly,Thompson,-44.274,"[-45.385, -43.196]",4.0754,"[3.710, 4.435]",-48.3494,-1.1774896478005763,-83.26109147367471,0.0,True
Tiger,Reward,EpistemicOnly,PyMDP-AIF,-44.274,"[-45.385, -43.196]",3.6564,"[3.256, 4.036]",-47.9304,-1.1597655206394002,-82.00780642304667,0.0,True
Tiger,Reward,EFE,Thompson,5.2374,"[5.072, 5.390]",4.0754,"[3.710, 4.435]",1.162,0.08093492289050412,5.722963281068579,1.0617939052265084e-08,True
Tiger,Reward,EFE,PyMDP-AIF,5.2374,"[5.072, 5.390]",3.6564,"[3.256, 4.036]",1.581,0.10468936183508103,7.402655767167794,1.3877269397212323e-13,True
Tiger,Reward,Thompson,PyMDP-AIF,4.0754,"[3.710, 4.435]",3.6564,"[3.256, 4.036]",0.41900000000000004,0.02180515365310973,1.5418572012928509,0.1231241207917847,False
Tiger,Success,Myopic,Planning,0.8516,"[0.845, 0.858]",0.9958,"[0.995, 0.997]",-0.1442,-0.5643568546616438,-39.906055894035916,0.0,True
Tiger,Success,Myopic,InfoGain,0.8516,"[0.845, 0.858]",0.8493,"[0.842, 0.856]",0.0022999999999999687,0.006448976238222785,0.45601148297582433,0.6483866726166729,False
Tiger,Success,Myopic,InfoGain-Tuned,0.8516,"[0.845, 0.858]",0.9948,"[0.993, 0.996]",-0.1432,-0.5583290353730453,-39.47982470456241,0.0,True
Tiger,Success,Myopic,Planning+IG,0.8516,"[0.845, 0.858]",0.9991,"[0.999, 1.000]",-0.14749999999999996,-0.5846702129593212,-41.34242723413189,0.0,True
Tiger,Success,Myopic,EpistemicOnly,0.8516,"[0.845, 0.858]",0.5066,"[0.496, 0.516]",0.345,0.7952903596643984,56.23552063309846,0.0,True
Tiger,Success,Myopic,EFE,0.8516,"[0.845, 0.858]",0.9949,"[0.993, 0.996]",-0.14329999999999998,-0.5589292205814479,-39.52226420764535,0.0,True
Tiger,Success,Myopic,Thompson,0.8516,"[0.845, 0.858]",0.9706,"[0.967, 0.974]",-0.119,-0.42755914413696083,-30.23299701775615,2.253972910166444e-196,True
Tiger,Success,Myopic,PyMDP-AIF,0.8516,"[0.845, 0.858]",0.9668,"[0.963, 0.970]",-0.11519999999999997,-0.40922777922140147,-28.93677377373643,2.1235445392287133e-180,True
Tiger,Success,Planning,InfoGain,0.9958,"[0.995, 0.997]",0.8493,"[0.842, 0.856]",0.14649999999999996,0.56985109802727,40.294557568168266,0.0,True
Tiger,Success,Planning,InfoGain-Tuned,0.9958,"[0.995, 0.997]",0.9948,"[0.993, 0.996]",0.0010000000000000009,0.014620558351756102,1.0338295955260353,0.3012283349555202,False
Tiger,Success,Planning,Planning+IG,0.9958,"[0.995, 0.997]",0.9991,"[0.999, 1.000]",-0.0032999999999999696,-0.06546499217580709,-4.629073989783747,3.696120103084807e-06,True
Tiger,Success,Planning,EpistemicOnly,0.9958,"[0.995, 0.997]",0.5066,"[0.496, 0.516]",0.48919999999999997,1.3722847683492618,97.03518654187737,0.0,True
Tiger,Success,Planning,EFE,0.9958,"[0.995, 0.997]",0.9949,"[0.993, 0.996]",0.0009000000000000119,0.01322866161827418,0.935407633630388,0.349589559395433,False
Tiger,Success,Planning,Thompson,0.9958,"[0.995, 0.997]",0.9706,"[0.967, 0.974]",0.0252,0.19701552430311503,13.931101323375572,6.577174688337642e-44,True
Tiger,Success,Planning,PyMDP-AIF,0.9958,"[0.995, 0.997]",0.9668,"[0.963, 0.970]",0.029000000000000026,0.2153063915902585,15.224460952627805,4.7663306933973536e-52,True
Tiger,Success,InfoGain,InfoGain-Tuned,0.8493,"[0.842, 0.856]",0.9948,"[0.993, 0.996]",-0.14549999999999996,-0.5638522973437331,-39.870378303936725,0.0,True
Tiger,Success,InfoGain,Planning+IG,0.8493,"[0.842, 0.856]",0.9991,"[0.999, 1.000]",-0.14979999999999993,-0.5900620363516808,-41.72368672250166,0.0,True
